|,ITEM_ID,COUNTRY,lat,lon,SEVERITY_CODE,MONTH,YEAR,dummy_date,baa,Confusion matrix,Cases
107,107,Comoros,-12.83333333,45.21666667,3,5,1986,1-5-1986,1,FN,4
108,108,Japan,26.5,128,3,6,1986,1-6-1986,nan,TP,1
109,109,Barbados,13.0391,-59.5231,2,7,1986,1-7-1986,0,FN,4
111,111,United States,21.28106232,-157.9250076,3,8,1986,1-8-1986,0,FN,4
112,112,United States,18.38333333,-154.6333333,3,8,1986,1-8-1986,1,FN,4
113,113,Jamaica,18.4722,-77.4095,2,10,1986,1-10-1986,0,FN,4
129,129,United States,24.60913,-81.40205,2,7,1987,1-7-1987,0,FN,4
130,130,United States,24.54,-81.833,2,7,1987,1-7-1987,0,FN,4
131,131,United States,25.15,-80.28333333,3,7,1987,1-7-1987,0,FN,4
135,135,Colombia,10.137,-75.743,1,8,1987,1-8-1987,2,TN,2
136,136,Costa Rica,8.7333,-83.8833,3,8,1987,1-8-1987,1,FN,4
139,139,United States,25.393,-80.168,1,8,1987,1-8-1987,2,TN,2
140,140,United States,25,-80.372,2,8,1987,1-8-1987,2,FN,4
143,143,Bahamas,24.566,-75.93333333,2,9,1987,1-9-1987,1,FN,4
144,144,Bahamas,23.745,-76.081,2,9,1987,1-9-1987,1,FN,4
145,145,Bahamas,23.74,-76.066,2,9,1987,1-9-1987,1,FN,4
149,149,Jamaica,18.4794,-77.3287,3,9,1987,1-9-1987,2,FN,4
156,156,U.S. Virgin Islands,17.684,-64.739,2,9,1987,1-9-1987,2,FN,4
160,160,Bahamas,23.78,-76.13,2,10,1987,1-10-1987,2,FN,4
161,161,Bahamas,23.77625,-76.09818,2,10,1987,1-10-1987,2,FN,4
162,162,Bahamas,23.77625,-76.09818,2,10,1987,1-10-1987,2,FN,4
163,163,Colombia,11.3,-71.193,1,10,1987,1-10-1987,3,FP,3
164,164,Colombia,11.249,-71.218,1,10,1987,1-10-1987,2,TN,2
165,165,Mexico,23.33333333,-109.4166667,1,10,1987,1-10-1987,3,FP,3
170,170,Panama,9.55,-78.87,1,11,1987,1-11-1987,1,TN,2
172,172,Venezuela,10.53106232,-66.07500763,2,11,1987,1-11-1987,2,FN,4
173,173,Venezuela,10.781,-68.311,2,11,1987,1-11-1987,1,FN,4
175,175,Venezuela,10.81,-68.14,2,12,1987,1-12-1987,2,FN,4
176,176,Venezuela,10.85,-68.21,2,12,1987,1-12-1987,2,FN,4
234,234,Bahamas,23.745,-76.081,2,1,1988,1-1-1988,0,FN,4
235,235,Bahamas,23.7965,-76.1465,2,1,1988,1-1-1988,0,FN,4
237,237,Honduras,16.07,-86.98,3,1,1988,1-1-1988,0,FN,4
238,238,Honduras,16.29,-86.6,3,1,1988,1-1-1988,0,FN,4
239,239,U.S. Virgin Islands,17.684,-64.739,2,1,1988,1-1-1988,0,FN,4
240,240,United States,25.393,-80.168,1,2,1988,1-2-1988,0,TN,2
241,241,United States,25,-80.372,2,2,1988,1-2-1988,0,FN,4
242,242,Bahamas,23.745,-76.081,2,3,1988,1-3-1988,0,FN,4
243,243,Bahamas,23.7965,-76.1465,2,3,1988,1-3-1988,0,FN,4
244,244,U.S. Virgin Islands,17.684,-64.739,2,3,1988,1-3-1988,0,FN,4
245,245,United States,25.15,-80.28333333,2,3,1988,1-3-1988,0,FN,4
246,246,United States,24.54,-81.833,1,3,1988,1-3-1988,0,TN,2
247,247,Venezuela,10.781,-68.311,2,3,1988,1-3-1988,0,FN,4
248,248,Venezuela,10.53106232,-66.07500763,1,3,1988,1-3-1988,0,TN,2
249,249,Bahamas,23.7965,-76.1465,1,4,1988,1-4-1988,0,TN,2
250,250,Bahamas,23.745,-76.081,1,4,1988,1-4-1988,0,TN,2
251,251,U.S. Virgin Islands,17.684,-64.739,2,4,1988,1-4-1988,0,FN,4
252,252,British West Indies,19.275,-81.349,3,5,1988,1-5-1988,0,FN,4
253,253,United States,25.393,-80.168,0,5,1988,1-5-1988,0,TN,2
254,254,United States,25,-80.372,2,5,1988,1-5-1988,0,FN,4
255,255,United States,25.15,-80.28333333,2,6,1988,1-6-1988,0,FN,4
256,256,United States,24.54,-81.833,1,6,1988,1-6-1988,0,TN,2
257,257,Venezuela,10.53106232,-66.07500763,2,6,1988,1-6-1988,0,FN,4
258,258,Venezuela,10.781,-68.311,2,6,1988,1-6-1988,0,FN,4
259,259,Bermuda,32.33333333,-64.75,1,7,1988,1-7-1988,0,TN,2
260,260,Bermuda,32.33333333,-64.75,2,7,1988,1-7-1988,0,FN,4
261,261,Bermuda,32.33333333,-64.75,2,7,1988,1-7-1988,0,FN,4
262,262,Bermuda,32.33,-64.69,2,7,1988,1-7-1988,0,FN,4
263,263,Bermuda,32.47,-64.76,2,7,1988,1-7-1988,0,FN,4
264,264,Bermuda,32.426,-64.706,2,7,1988,1-7-1988,0,FN,4
268,268,United States,27.9083,-93.6,0,8,1989,1-8-1989,1,TN,2
269,269,United States,27.875,-93.8167,0,8,1989,1-8-1989,1,TN,2
273,273,Thailand,8.104166667,98.30283333,3,3,1990,1-3-1990,1,FN,4
274,274,Thailand,7.981062317,98.27499237,3,3,1990,1-3-1990,1,FN,4
275,275,Bahamas,23.742,-76.051,2,8,1990,1-8-1990,1,FN,4
277,277,United States,27.875,-93.8167,1,8,1990,1-8-1990,1,TN,2
278,278,United States,27.9083,-93.6,1,8,1990,1-8-1990,1,TN,2
285,285,Bahamas,23.764,-76.12,1,1,1991,1-1-1991,0,TN,2
286,286,French Polynesia,-17,-143,3,2,1991,1-2-1991,1,FN,4
288,288,French Polynesia,-17.48486702,-149.8347928,2,3,1991,1-3-1991,2,FN,4
289,289,French Polynesia,-17.575,-149.7833333,3,3,1991,1-3-1991,2,FN,4
290,290,French Polynesia,-17.4776,-149.8275,3,3,1991,1-3-1991,2,FN,4
291,291,French Polynesia,-17,-151,3,3,1991,1-3-1991,2,FN,4
292,292,Thailand,8.104,98.302,3,5,1991,1-5-1991,2,FN,4
294,294,Thailand,8,98.5,3,7,1991,1-7-1991,2,FN,4
295,295,Bahamas,23.796,-76.137,1,8,1991,1-8-1991,1,TN,2
296,296,United States,27.875,-93.8167,0,8,1991,1-8-1991,2,TN,2
297,297,United States,27.9083,-93.6,1,8,1991,1-8-1991,2,TN,2
302,302,Bahamas,23.796,-76.137,2,3,1992,1-3-1992,0,FN,4
303,303,Australia,-20.26893768,149.0249924,1,4,1992,1-4-1992,1,TN,2
304,304,Netherlands Antilles,12.05,-68.26666667,1,6,1992,1-6-1992,1,TN,2
305,305,Netherlands Antilles,12.18,-68.313,2,6,1992,1-6-1992,1,FN,4
306,306,Bahamas,24.65,-76.805,1,8,1992,1-8-1992,1,TN,2
307,307,Bahamas,23.764,-76.12,1,11,1992,1-11-1992,0,TN,2
308,308,Marshall Islands,7.158,171.069,3,12,1992,1-12-1992,1,FN,4
309,309,Marshall Islands,7.08,171.392,3,12,1992,1-12-1992,1,FN,4
348,348,Bahamas,23.796,-76.137,1,4,1993,1-4-1993,0,TN,2
349,349,Bahamas,24.65,-76.805,2,4,1993,1-4-1993,0,FN,4
350,350,Marshall Islands,7.14,171.213,3,5,1993,1-5-1993,0,FN,4
352,352,Micronesia,7.07,171.295,3,5,1993,1-5-1993,0,FN,4
353,353,Micronesia,7.167,171.035,1,5,1993,1-5-1993,0,TN,2
354,354,Panama,7.816666667,-81.76666667,3,5,1993,1-5-1993,2,FN,4
355,355,Bahamas,24.592,-76.806,2,6,1993,1-6-1993,0,FN,4
356,356,Bahamas,23.764,-76.12,1,8,1993,1-8-1993,1,TN,2
358,358,United States,28.1648,-94.2983,1,10,1993,1-10-1993,1,TN,2
359,359,U.S. Virgin Islands,18.35,-65,1,10,1993,1-10-1993,1,TN,2
363,363,American Samoa,-14.3,-170.7,2,3,1994,1-3-1994,2,FN,4
364,364,American Samoa,-14.3,-170.7,3,3,1994,1-3-1994,2,FN,4
365,365,Bahamas,24.65,-76.805,1,3,1994,1-3-1994,0,TN,2
366,366,Bahamas,23.796,-76.137,1,3,1994,1-3-1994,0,TN,2
367,367,Brazil,-17.7,-39.1,3,3,1994,1-3-1994,2,FN,4
368,368,Cook Islands,-18.8625,-159.8028333,1,3,1994,1-3-1994,2,TN,2
369,369,French Polynesia,-17.51666667,-149.5333333,2,3,1994,1-3-1994,2,FN,4
370,370,French Polynesia,-17.76893768,-149.4250076,2,3,1994,1-3-1994,2,FN,4
371,371,French Polynesia,-17.54133333,-149.6193333,3,3,1994,1-3-1994,2,FN,4
372,372,French Polynesia,-15.16666667,-147.6666667,1,3,1994,1-3-1994,2,TN,2
373,373,French Polynesia,-17.4976,-149.9163,1,3,1994,1-3-1994,2,TN,2
374,374,French Polynesia,-17.6,-149.3,2,3,1994,1-3-1994,2,FN,4
377,377,American Samoa,-14.3,-170.7,2,4,1994,1-4-1994,3,TP,1
378,378,American Samoa,-14.55,-168.15,3,4,1994,1-4-1994,2,FN,4
379,379,American Samoa,-11.05,-171.0666667,3,4,1994,1-4-1994,2,FN,4
380,380,French Polynesia,-17.484,-149.917,2,4,1994,1-4-1994,2,FN,4
381,381,French Polynesia,-17.4751,-149.8424,3,4,1994,1-4-1994,2,FN,4
382,382,French Polynesia,-17.575,-149.7833333,3,4,1994,1-4-1994,2,FN,4
383,383,French Polynesia,-17.4715,-149.7765,3,4,1994,1-4-1994,2,FN,4
384,384,United States,28.1648,-94.2983,1,5,1994,1-5-1994,0,TN,2
387,387,French Polynesia,-14.699,-145.246,1,7,1994,1-7-1994,1,TN,2
388,388,French Polynesia,-18.705,-141.832,1,7,1994,1-7-1994,0,TN,2
389,389,French Polynesia,-18.742,-141.797,1,7,1994,1-7-1994,0,TN,2
390,390,United States,28.1648,-94.2983,0,9,1994,1-9-1994,1,TN,2
391,391,U.S. Pacific Islands,13.433,144.65,3,9,1994,1-9-1994,2,FN,4
392,392,Bahamas,23.764,-76.12,2,10,1994,1-10-1994,1,FN,4
393,393,Philippines,16.45,119.9166667,2,10,1994,1-10-1994,0,FN,4
476,476,Bahamas,23.796,-76.137,2,2,1995,1-2-1995,0,FN,4
477,477,United States,28.1648,-94.2983,1,5,1995,1-5-1995,0,TN,2
478,478,Puerto Rico,17.97130367,-67.05050467,2,5,1995,1-5-1995,0,FN,4
479,479,Thailand,7.981062317,98.27499237,3,5,1995,1-5-1995,1,FN,4
480,480,Thailand,8.661,97.652,3,5,1995,1-5-1995,2,FN,4
481,481,Thailand,9.41,97.896,3,5,1995,1-5-1995,2,FN,4
482,482,Bahamas,23.764,-76.12,2,6,1995,1-6-1995,0,FN,4
483,483,Bahamas,24.592,-76.806,2,8,1995,1-8-1995,2,FN,4
484,484,Costa Rica,9.7507,-82.8147,3,8,1995,1-8-1995,1,FN,4
485,485,Costa Rica,9.6388,-82.6522,3,8,1995,1-8-1995,1,FN,4
495,495,United States,28.1648,-94.2983,1,10,1995,1-10-1995,2,TN,2
507,507,French Polynesia,-17.575,-149.7833333,2,2,1996,1-2-1996,0,FN,4
508,508,Papua New Guinea,-10.305,151.052,2,2,1996,1-2-1996,2,FN,4
509,509,Papua New Guinea,-10.227,150.887,1,2,1996,1-2-1996,2,TN,2
510,510,Papua New Guinea,-10.23,150.795,2,2,1996,1-2-1996,2,FN,4
511,511,Papua New Guinea,-9.968,150.842,3,2,1996,1-2-1996,2,FN,4
512,512,Papua New Guinea,-10.202,150.864,3,2,1996,1-2-1996,2,FN,4
513,513,Papua New Guinea,-10.037,150.834,3,2,1996,1-2-1996,2,FN,4
514,514,Papua New Guinea,-10.237,150.698,3,2,1996,1-2-1996,2,FN,4
515,515,Papua New Guinea,-2.718937683,150.5749924,3,3,1996,1-3-1996,3,TP,1
516,516,United Arab Emirates,25,54,2,4,1996,1-4-1996,0,FN,4
517,517,United States,28.1648,-94.2983,1,6,1996,1-6-1996,0,TN,2
518,518,United Arab Emirates,25.133,54.91,3,6,1996,1-6-1996,0,FN,4
519,519,United Arab Emirates,24.45,54.3833,3,8,1996,1-8-1996,1,FN,4
520,520,United Arab Emirates,24.8481,54.6903,3,8,1996,1-8-1996,1,FN,4
521,521,United Arab Emirates,24.9708,54.97558,3,8,1996,1-8-1996,2,FN,4
522,522,United Arab Emirates,24.148,52.738,3,8,1996,1-8-1996,2,FN,4
523,523,United Arab Emirates,24.911,54.857,1,8,1996,1-8-1996,2,TN,2
524,524,United Arab Emirates,25.339,55.333,1,8,1996,1-8-1996,2,TN,2
526,526,Bahrain,25.918,50.697,3,9,1996,1-9-1996,3,TP,1
527,527,Bahrain,26.127,50.679,3,9,1996,1-9-1996,3,TP,1
528,528,Bahrain,25.988,50.884,3,9,1996,1-9-1996,3,TP,1
529,529,Bahrain,26.076,50.767,3,9,1996,1-9-1996,3,TP,1
530,530,Bahrain,26.077,50.762,3,9,1996,1-9-1996,3,TP,1
531,531,Bahrain,26.04,50.894,3,9,1996,1-9-1996,3,TP,1
532,532,U.S. Pacific Islands,16.77,-169.501,2,9,1996,1-9-1996,1,FN,4
533,533,U.S. Pacific Islands,16.714,-169.556,2,9,1996,1-9-1996,1,FN,4
534,534,U.S. Pacific Islands,16.733,-169.546,2,9,1996,1-9-1996,1,FN,4
535,535,U.S. Pacific Islands,16.737,-169.534,2,9,1996,1-9-1996,1,FN,4
536,536,U.S. Pacific Islands,16.744,-169.512,2,9,1996,1-9-1996,1,FN,4
538,538,United States,21.432,-157.794,3,9,1996,1-9-1996,1,FN,4
539,539,Bahrain,26.25,50.929,3,10,1996,1-10-1996,3,TP,1
540,540,Bahrain,26.275,50.94,3,10,1996,1-10-1996,3,TP,1
551,551,Thailand,7.981062317,98.27499237,3,4,1997,1-4-1997,1,FN,4
552,552,United States,28.1648,-94.2983,1,5,1997,1-5-1997,0,TN,2
553,553,Colombia,8.931062317,-76.32500763,1,5,1997,1-5-1997,0,TN,2
554,554,Costa Rica,10.48,-85.87,2,5,1997,1-5-1997,1,FN,4
555,555,Thailand,7.981062317,98.27499237,1,5,1997,1-5-1997,1,TN,2
556,556,Costa Rica,10.616,-85.666,2,6,1997,1-6-1997,1,FN,4
557,557,Costa Rica,8.58,-83.2667,2,7,1997,1-7-1997,1,FN,4
558,558,Costa Rica,9.9,-84.9,3,7,1997,1-7-1997,1,FN,4
559,559,Mexico,23.4,-109.4,2,7,1997,1-7-1997,0,FN,4
560,560,Mexico,18,-111.5,2,8,1997,1-8-1997,2,FN,4
561,561,Mexico,20.5,-105.5,2,8,1997,1-8-1997,2,FN,4
562,562,Mexico,23.4303,-109.3849,2,8,1997,1-8-1997,3,TP,1
563,563,United States,24.5342,-81.5811,2,8,1997,1-8-1997,2,FN,4
564,564,United States,24.5,-81.05,2,8,1997,1-8-1997,2,FN,4
565,565,Colombia,4.0111,-77.6335,2,9,1997,1-9-1997,3,TP,1
566,566,Colombia,2.97,-78.17,2,9,1997,1-9-1997,3,TP,1
567,567,Mexico,23,-109.7,2,9,1997,1-9-1997,4,TP,1
568,568,Panama,7.3,-81.8,3,9,1997,1-9-1997,2,FN,4
569,569,Panama,7.48,-82.25,3,9,1997,1-9-1997,2,FN,4
570,570,Panama,8.1,-81.9,3,9,1997,1-9-1997,2,FN,4
571,571,Panama,7.8,-81.75,3,9,1997,1-9-1997,2,FN,4
572,572,Panama,7.816666667,-81.76666667,2,9,1997,1-9-1997,2,FN,4
573,573,Panama,7.7902,-81.761,2,9,1997,1-9-1997,2,FN,4
574,574,United States,24.5557,-81.5112,3,9,1997,1-9-1997,3,TP,1
575,575,Costa Rica,10.85,-85.916,2,10,1997,1-10-1997,2,FN,4
576,576,Costa Rica,10.85,-85.95,2,10,1997,1-10-1997,2,FN,4
577,577,Mexico,18.843,-111.0776,2,10,1997,1-10-1997,4,TP,1
578,578,Mexico,25,-110.7,2,10,1997,1-10-1997,4,TP,1
579,579,Mexico,24.781,-110.4833,2,10,1997,1-10-1997,4,TP,1
580,580,Mexico,21.4709,-105.2144,2,10,1997,1-10-1997,1,FN,4
581,581,Mexico,24.3,-110.3,2,10,1997,1-10-1997,4,TP,1
582,582,Mexico,23.9,-109.8,2,10,1997,1-10-1997,4,TP,1
583,583,Mexico,23.3,-109.4,2,10,1997,1-10-1997,4,TP,1
584,584,Mexico,24.5,-110.4,2,10,1997,1-10-1997,4,TP,1
585,585,Mexico,24.9,-110.6,2,10,1997,1-10-1997,4,TP,1
586,586,Mexico,21.0491,-105.2573,3,10,1997,1-10-1997,1,FN,4
587,587,Mexico,26.9,-111.9,2,10,1997,1-10-1997,4,TP,1
588,588,Mexico,24.1,-110.4,2,10,1997,1-10-1997,4,TP,1
589,589,Mexico,27.9,-111,2,10,1997,1-10-1997,3,TP,1
590,590,British West Indies,19.3558,-81.3997,0,11,1997,1-11-1997,1,TN,2
591,591,Mexico,26.9,-111.9,2,11,1997,1-11-1997,4,TP,1
592,592,Mexico,22.88106232,-109.8750076,2,11,1997,1-11-1997,4,TP,1
593,593,Mexico,24.5,-110.4,2,11,1997,1-11-1997,4,TP,1
594,594,Australia,-10.5014,105.5092,2,12,1997,1-12-1997,0,FN,4
611,611,Indonesia,-1.0912,117.1308,3,1,1998,1-1-1998,0,FN,4
612,612,Indonesia,-8.1,114.9,3,1,1998,1-1-1998,1,FN,4
613,613,Indonesia,-8.3,115.6166667,3,1,1998,1-1-1998,1,FN,4
614,614,Indonesia,-7.666666667,114,1,1,1998,1-1-1998,1,TN,2
615,615,Indonesia,-8.666666667,115.4666667,1,1,1998,1-1-1998,1,TN,2
616,616,Indonesia,-5.866666667,110.3333333,2,1,1998,1-1-1998,1,FN,4
617,617,Indonesia,-5.516666667,106.4833333,2,1,1998,1-1-1998,1,FN,4
618,618,Australia,-18.7502,147.2688,3,2,1998,1-2-1998,1,FN,4
619,619,Australia,-18.6587,146.4852,3,2,1998,1-2-1998,1,FN,4
620,620,Australia,-17.2661,146.3636,3,2,1998,1-2-1998,1,FN,4
621,621,Australia,-17.8847,146.5938,3,2,1998,1-2-1998,1,FN,4
622,622,Australia,-16.7601,147.7259,3,2,1998,1-2-1998,1,FN,4
623,623,Australia,-23.4439,151.9286,3,2,1998,1-2-1998,1,FN,4
624,624,Australia,-28.7001,153.6209,1,2,1998,1-2-1998,1,TN,2
625,625,Australia,-20.2596,148.8417,1,2,1998,1-2-1998,0,TN,2
626,626,Australia,-24.925,152.5015,2,2,1998,1-2-1998,2,FN,4
627,627,Australia,-16.7078,146.0142,2,2,1998,1-2-1998,1,FN,4
628,628,Australia,-18.7691,146.6305,2,2,1998,1-2-1998,1,FN,4
629,629,Australia,-18.5253,147.1444,2,2,1998,1-2-1998,1,FN,4
630,630,Australia,-20.7693,151.0437,2,2,1998,1-2-1998,0,FN,4
631,631,Ecuador,0.2732,-91.6261,3,2,1998,1-2-1998,4,TP,1
632,632,France (Indian Ocean),-21.3322,55.4557,0,2,1998,1-2-1998,2,TN,2
633,633,France (Indian Ocean),-21.1544,55.272,1,2,1998,1-2-1998,2,TN,2
634,634,France (Indian Ocean),-21.1179,55.8251,1,2,1998,1-2-1998,2,TN,2
635,635,Indonesia,-5.9013,110.5041,2,2,1998,1-2-1998,1,FN,4
636,636,Japan,26.63333333,127.8666667,2,2,1998,1-2-1998,0,FN,4
637,637,Madagascar,-16.51893768,49.87499237,2,2,1998,1-2-1998,1,FN,4
638,638,Madagascar,-19.5915,44.425,2,2,1998,1-2-1998,2,FN,4
639,639,Madagascar,-12.82,48.6376,2,2,1998,1-2-1998,2,FN,4
640,640,Madagascar,-13.1873,48.2823,2,2,1998,1-2-1998,1,FN,4
641,641,Madagascar,-23.49455,43.7255,2,2,1998,1-2-1998,2,FN,4
642,642,Madagascar,-15,50.5,3,2,1998,1-2-1998,2,FN,4
643,643,Mauritius,-20.4132,57.7133,2,2,1998,1-2-1998,2,FN,4
644,644,Mauritius,-20.1602,57.4528,2,2,1998,1-2-1998,1,FN,4
645,645,Mauritius,-20.2909,57.7957,1,2,1998,1-2-1998,1,TN,2
646,646,Papua New Guinea,-9.7509,150.0109,1,2,1998,1-2-1998,1,TN,2
647,647,Papua New Guinea,-10.1768,151.1928,1,2,1998,1-2-1998,1,TN,2
648,648,Papua New Guinea,-9.1352,149.3407,1,2,1998,1-2-1998,1,TN,2
649,649,Samoa,-13.825,-171.785,2,2,1998,1-2-1998,1,FN,4
651,651,Seychelles,-4.35,55.65,3,2,1998,1-2-1998,1,FN,4
652,652,Seychelles,-9.31,50.71,3,2,1998,1-2-1998,2,FN,4
653,653,Seychelles,-7.01,52.73,3,2,1998,1-2-1998,1,FN,4
654,654,Seychelles,-9.33,50.73,3,2,1998,1-2-1998,2,FN,4
655,655,American Samoa,-14.3247,-170.6968,2,3,1998,1-3-1998,1,FN,4
656,656,Australia,-21.8009,152.3879,0,3,1998,1-3-1998,2,TN,2
657,657,Australia,-21.9512,152.4298,0,3,1998,1-3-1998,2,TN,2
658,658,Australia,-22.1756,152.699,0,3,1998,1-3-1998,2,TN,2
659,659,Australia,-17.7262,148.4648,0,3,1998,1-3-1998,2,TN,2
660,660,Australia,-20.16,149.03,2,3,1998,1-3-1998,2,FN,4
661,661,Australia,-20.15,149.07,2,3,1998,1-3-1998,2,FN,4
662,662,Australia,-20.34,148.93,2,3,1998,1-3-1998,2,FN,4
663,663,Australia,-19.15,146.85,2,3,1998,1-3-1998,3,TP,1
664,664,Australia,-20.35,148.96,2,3,1998,1-3-1998,2,FN,4
665,665,Australia,-20.34,148.96,2,3,1998,1-3-1998,2,FN,4
666,666,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
667,667,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
668,668,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
669,669,Australia,-19.197496,146.815,3,3,1998,1-3-1998,3,TP,1
670,670,Australia,-19.15,146.85,3,3,1998,1-3-1998,3,TP,1
671,671,Australia,-18.66,146.56,3,3,1998,1-3-1998,3,TP,1
672,672,Australia,-26.6502,153.1824,3,3,1998,1-3-1998,2,FN,4
673,673,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
674,674,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
675,675,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
676,676,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
677,677,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
678,678,Australia,-19.03,146.6,3,3,1998,1-3-1998,3,TP,1
679,679,Australia,-24.8362,152.4829,3,3,1998,1-3-1998,3,TP,1
680,680,Australia,-18.6876,146.3348,3,3,1998,1-3-1998,3,TP,1
681,681,Australia,-28.6591,153.6335,2,3,1998,1-3-1998,2,FN,4
682,682,Australia,-26.65,153.3333333,2,3,1998,1-3-1998,2,FN,4
683,683,Australia,-28.4643,153.5836,2,3,1998,1-3-1998,2,FN,4
684,684,Australia,-19.7308,149.1667,2,3,1998,1-3-1998,2,FN,4
686,686,Brazil,-16.9929,-39.1432,1,3,1998,1-3-1998,1,TN,2
687,687,Colombia,3.9,-81.6,1,3,1998,1-3-1998,3,FP,3
688,688,Ecuador,-0.2779,-90.5162,3,3,1998,1-3-1998,4,TP,1
689,689,Ecuador,-1.3361,-89.6938,3,3,1998,1-3-1998,4,TP,1
690,690,Ecuador,-0.4907,-90.414,3,3,1998,1-3-1998,4,TP,1
691,691,Ecuador,-0.7998,-90.1042,3,3,1998,1-3-1998,4,TP,1
692,692,Ecuador,-0.8947,-90.4097,3,3,1998,1-3-1998,4,TP,1
693,693,Ecuador,-1.2239,-90.5017,3,3,1998,1-3-1998,4,TP,1
694,694,Ecuador,0.5028,-90.4278,3,3,1998,1-3-1998,4,TP,1
695,695,Ecuador,-0.2701,-91.0988,1,3,1998,1-3-1998,4,FP,3
696,696,France (Indian Ocean),-21.258,55.3253,2,3,1998,1-3-1998,2,FN,4
697,697,France (Indian Ocean),-21.3,55.5,2,3,1998,1-3-1998,nan,TP,
698,698,Indonesia,-8.383333333,116.05,3,3,1998,1-3-1998,2,FN,4
699,699,Indonesia,-8.3295,116.0603,3,3,1998,1-3-1998,2,FN,4
700,700,Kenya,-3.99,39.75,2,3,1998,1-3-1998,1,FN,4
701,701,Kenya,-3.99,39.75,2,3,1998,1-3-1998,1,FN,4
702,702,Kenya,-3.99,39.75,2,3,1998,1-3-1998,1,FN,4
703,703,Kenya,-4,39.75,3,3,1998,1-3-1998,1,FN,4
704,704,Kenya,-3.366666667,40.48333333,3,3,1998,1-3-1998,1,FN,4
705,705,Kenya,-2.2456,41.0642,1,3,1998,1-3-1998,1,TN,2
706,706,Madagascar,-19.5915,44.425,2,3,1998,1-3-1998,1,FN,4
707,707,Oman,17.4714,55.9973,0,3,1998,1-3-1998,0,TN,2
708,708,Panama,7.8,-80.1,0,3,1998,1-3-1998,0,TN,2
709,709,Panama,8.63,-79.08,0,3,1998,1-3-1998,0,TN,2
710,710,Panama,8.63,-79.01,0,3,1998,1-3-1998,0,TN,2
711,711,Panama,7.274,-81.81,2,3,1998,1-3-1998,1,FN,4
712,712,Panama,7.81,-81.76,2,3,1998,1-3-1998,1,FN,4
713,713,Panama,8.09,-81.81,2,3,1998,1-3-1998,1,FN,4
714,714,Panama,7.98,-82.03,2,3,1998,1-3-1998,1,FN,4
715,715,Panama,7.47,-82.23,3,3,1998,1-3-1998,1,FN,4
716,716,Panama,7.3,-81.8,3,3,1998,1-3-1998,1,FN,4
717,717,Panama,7.48,-82.25,3,3,1998,1-3-1998,1,FN,4
718,718,Panama,8.1,-81.9,3,3,1998,1-3-1998,1,FN,4
719,719,Panama,7.8,-81.75,3,3,1998,1-3-1998,1,FN,4
720,720,Panama,7.2582,-80.3834,2,3,1998,1-3-1998,0,FN,4
721,721,Papua New Guinea,-9.2056,150.5861,0,3,1998,1-3-1998,1,TN,2
722,722,Papua New Guinea,-9.924,151.0555,0,3,1998,1-3-1998,2,TN,2
723,723,Papua New Guinea,-10.11666667,151.1333333,3,3,1998,1-3-1998,2,FN,4
724,724,Samoa,-13.8231,-171.7261,3,3,1998,1-3-1998,1,FN,4
725,725,Seychelles,-9,52.75,2,3,1998,1-3-1998,3,TP,1
726,726,Seychelles,-9.25,51,3,3,1998,1-3-1998,3,TP,1
727,727,Seychelles,-9.316666667,50.71666667,3,3,1998,1-3-1998,3,TP,1
728,728,Somalia,10.7898,45.979,3,3,1998,1-3-1998,0,FN,4
729,729,Somalia,10.4343,44.9681,1,3,1998,1-3-1998,0,TN,2
730,730,Somalia,10.56,45.22,2,3,1998,1-3-1998,0,FN,4
731,731,Tanzania,-10,40,2,3,1998,1-3-1998,1,FN,4
732,732,Tanzania,-6.1274,39.1742,3,3,1998,1-3-1998,1,FN,4
733,733,Tanzania,-5.283333333,39.63333333,3,3,1998,1-3-1998,1,FN,4
734,734,Tanzania,-8.116666667,39.7,3,3,1998,1-3-1998,1,FN,4
735,735,Tanzania,-7.6667,40.6667,3,3,1998,1-3-1998,1,FN,4
736,736,Tanzania,-6.1925,39.1349,2,3,1998,1-3-1998,1,FN,4
737,737,Tanzania,-6.3031,39.195,2,3,1998,1-3-1998,1,FN,4
738,738,Tanzania,-6,39.55,2,3,1998,1-3-1998,1,FN,4
740,740,Vanuatu,-15.63333333,168.1166667,3,3,1998,1-3-1998,1,FN,4
741,741,Australia,-19.125,148.4667,0,4,1998,1-4-1998,1,TN,2
742,742,Australia,-19.125,148.4667,0,4,1998,1-4-1998,1,TN,2
743,743,Australia,-20.4347,149.0828,0,4,1998,1-4-1998,1,TN,2
744,744,Australia,-20.4347,149.0828,0,4,1998,1-4-1998,1,TN,2
745,745,Australia,-23.9054,152.4082,0,4,1998,1-4-1998,1,TN,2
746,746,Australia,-23.9054,152.4082,0,4,1998,1-4-1998,1,TN,2
