|,ITEM_ID,COUNTRY,lat,lon,SEVERITY_CODE,MONTH,YEAR,dummy_date,baa,Confusion matrix,Cases
28254,28254,Australia,-13.86518288,143.7178345,3,3,2016,1-3-2016,2,FN,4
28255,28255,Australia,-13.94378567,143.7543945,3,3,2016,1-3-2016,2,FN,4
28256,28256,Australia,-14.22058868,143.7739563,3,3,2016,1-3-2016,3,TP,1
28257,28257,Australia,-14.22569561,143.7922974,3,3,2016,1-3-2016,3,TP,1
28258,28258,Australia,-14.21750355,144.2219238,3,3,2016,1-3-2016,2,FN,4
28259,28259,Australia,-14.20897293,144.2458954,3,3,2016,1-3-2016,2,FN,4
28260,28260,Australia,-14.2218523,144.2678986,3,3,2016,1-3-2016,3,TP,1
28261,28261,Australia,-14.25623035,144.3478394,3,3,2016,1-3-2016,3,TP,1
28262,28262,Australia,-14.27101898,144.3561401,3,3,2016,1-3-2016,3,TP,1
28263,28263,Australia,-14.47897816,144.6376648,3,3,2016,1-3-2016,3,TP,1
28264,28264,Australia,-14.47416687,144.6430206,3,3,2016,1-3-2016,3,TP,1
28265,28265,Australia,-14.47436333,144.6980438,3,3,2016,1-3-2016,3,TP,1
28266,28266,Australia,-14.5015974,144.7649841,3,3,2016,1-3-2016,3,TP,1
28267,28267,Australia,-14.52162933,144.8450165,3,3,2016,1-3-2016,3,TP,1
28268,28268,Australia,-14.53952599,144.8560333,3,3,2016,1-3-2016,3,TP,1
28269,28269,Australia,-14.54813004,144.8701935,3,3,2016,1-3-2016,3,TP,1
28270,28270,Australia,-14.56277466,144.8892517,3,3,2016,1-3-2016,3,TP,1
28271,28271,Australia,-14.55351067,144.9051971,3,3,2016,1-3-2016,3,TP,1
28272,28272,Australia,-14.57393074,144.9272461,3,3,2016,1-3-2016,3,TP,1
28273,28273,Australia,-15.15889835,145.268219,3,3,2016,1-3-2016,2,FN,4
28274,28274,Australia,-15.13833618,145.3175964,3,3,2016,1-3-2016,2,FN,4
28275,28275,Australia,-23.488319,152.059044,1,3,2016,1-3-2016,1,TN,2
28276,28276,Australia,-23.488319,152.059044,1,3,2016,1-3-2016,1,TN,2
28277,28277,Madagascar,-22.0073,43.20068333,2,3,2016,1-3-2016,2,FN,4
28278,28278,Madagascar,-22.0840667,43.2272167,2,3,2016,1-3-2016,2,FN,4
28279,28279,Mauritius,-20.293,57.36109,3,3,2016,1-3-2016,2,FN,4
28280,28280,Mauritius,-19.978889,57.631111,3,3,2016,1-3-2016,2,FN,4
28281,28281,Mauritius,-19.978944,57.632639,3,3,2016,1-3-2016,2,FN,4
28282,28282,Philippines,10.06475349,125.1349624,1,3,2016,1-3-2016,0,TN,2
28283,28283,Philippines,10.06475349,125.1349624,2,3,2016,1-3-2016,0,FN,4
28284,28284,Philippines,10.06475349,125.1349624,0,3,2016,1-3-2016,0,TN,2
28285,28285,Philippines,10.06475349,125.1349624,3,3,2016,1-3-2016,0,FN,4
28286,28286,Tanzania,-7.932901,39.767197,3,3,2016,1-3-2016,1,FN,4
28287,28287,Tanzania,-7.932901,39.767197,2,3,2016,1-3-2016,1,FN,4
28288,28288,Australia,-23.433823,151.989581,0,3,2016,1-3-2016,1,TN,2
28289,28289,Australia,-23.433823,151.989581,0,3,2016,1-3-2016,1,TN,2
28290,28290,Australia,-23.447349,151.912036,1,3,2016,1-3-2016,1,TN,2
28291,28291,Australia,-23.432912,151.962163,1,3,2016,1-3-2016,1,TN,2
28292,28292,Australia,-23.447349,151.912036,1,3,2016,1-3-2016,1,TN,2
28293,28293,Australia,-23.432912,151.962163,1,3,2016,1-3-2016,1,TN,2
28294,28294,Indonesia,-4.525,129.7852778,2,3,2016,1-3-2016,1,FN,4
28295,28295,Indonesia,-4.525,129.7852778,2,3,2016,1-3-2016,1,FN,4
28296,28296,Kenya,-3.371715,40.006213,1,3,2016,1-3-2016,0,TN,2
28297,28297,Kenya,-3.371715,40.006213,1,3,2016,1-3-2016,0,TN,2
28298,28298,Malaysia,5.884055556,102.7470278,0,3,2016,1-3-2016,0,TN,2
28299,28299,Malaysia,5.914444444,102.7540556,0,3,2016,1-3-2016,0,TN,2
28300,28300,Malaysia,5.923555556,102.7583056,0,3,2016,1-3-2016,0,TN,2
28301,28301,Mauritius,-20.394535,57.776954,3,3,2016,1-3-2016,3,TP,1
28302,28302,Mauritius,-20.399387,57.721907,2,3,2016,1-3-2016,3,TP,1
28303,28303,Philippines,10.06720785,125.1342033,2,3,2016,1-3-2016,0,FN,4
28304,28304,Philippines,10.06720785,125.1342033,2,3,2016,1-3-2016,0,FN,4
28305,28305,Philippines,10.06720785,125.1342033,0,3,2016,1-3-2016,0,TN,2
28306,28306,Philippines,10.06720785,125.1342033,0,3,2016,1-3-2016,0,TN,2
28307,28307,Tanzania,-7.932901,39.767197,3,3,2016,1-3-2016,1,FN,4
28308,28308,Tanzania,-6.276311,39.174612,3,3,2016,1-3-2016,1,FN,4
28309,28309,Tanzania,-6.276311,39.174612,3,3,2016,1-3-2016,1,FN,4
28310,28310,Tanzania,-6.280246,39.174419,2,3,2016,1-3-2016,1,FN,4
28311,28311,Tanzania,-6.280246,39.174419,2,3,2016,1-3-2016,1,FN,4
28312,28312,Australia,-23.338025,151.967319,0,3,2016,1-3-2016,1,TN,2
28313,28313,Australia,-23.302834,151.925331,1,3,2016,1-3-2016,1,TN,2
28314,28314,Malaysia,5.962166667,102.6808333,0,3,2016,1-3-2016,0,TN,2
28315,28315,Malaysia,5.910611111,102.7098056,0,3,2016,1-3-2016,0,TN,2
28316,28316,Malaysia,5.912027778,102.7448889,0,3,2016,1-3-2016,0,TN,2
28317,28317,Mexico,20.3925544,-87.31582872,0,3,2016,1-3-2016,0,TN,2
28318,28318,Tanzania,-6.283243,39.17591,1,3,2016,1-3-2016,1,TN,2
28319,28319,Tanzania,-6.283243,39.17591,1,3,2016,1-3-2016,1,TN,2
28320,28320,Australia,-18.84775,147.63486,2,3,2016,1-3-2016,2,FN,4
28321,28321,Australia,-18.84775,147.63486,2,3,2016,1-3-2016,2,FN,4
28322,28322,Australia,-18.83226,147.633534,3,3,2016,1-3-2016,2,FN,4
28323,28323,Madagascar,-22.1223,43.19821667,3,3,2016,1-3-2016,2,FN,4
28324,28324,Mauritius,-20.5064,57.39642,2,3,2016,1-3-2016,3,TP,1
28325,28325,Mexico,20.39313943,-87.30696307,0,3,2016,1-3-2016,0,TN,2
28326,28326,Mexico,20.39488558,-87.31272685,0,3,2016,1-3-2016,0,TN,2
28327,28327,Tanzania,-6.658402,39.242442,2,3,2016,1-3-2016,1,FN,4
28328,28328,Australia,-18.806,147.668617,3,3,2016,1-3-2016,2,FN,4
28329,28329,Australia,-18.806,147.668617,3,3,2016,1-3-2016,2,FN,4
28330,28330,Australia,-16.47949,123.04073,2,3,2016,1-3-2016,2,FN,4
28331,28331,Australia,-16.47797,123.04456,2,3,2016,1-3-2016,2,FN,4
28332,28332,Mexico,20.38522935,-87.31289328,1,3,2016,1-3-2016,0,TN,2
28333,28333,Mexico,20.38522935,-87.31289328,1,3,2016,1-3-2016,0,TN,2
28334,28334,Mexico,20.39488558,-87.31272685,0,3,2016,1-3-2016,0,TN,2
28335,28335,New Caledonia,-20.76999092,165.2438769,3,3,2016,1-3-2016,4,TP,1
28336,28336,New Caledonia,-20.76908912,165.2382633,3,3,2016,1-3-2016,4,TP,1
28337,28337,Tanzania,-5.140969,39.11597,3,3,2016,1-3-2016,0,FN,4
28338,28338,Tanzania,-5.140969,39.11597,3,3,2016,1-3-2016,0,FN,4
28339,28339,Australia,-18.64611,147.04475,2,3,2016,1-3-2016,2,FN,4
28340,28340,Australia,-18.61471,147.06672,2,3,2016,1-3-2016,2,FN,4
28341,28341,Australia,-18.61882,147.08147,1,3,2016,1-3-2016,2,TN,2
28342,28342,Australia,-18.61882,147.08147,2,3,2016,1-3-2016,2,FN,4
28343,28343,Australia,-16.99837875,146.2049408,2,3,2016,1-3-2016,2,FN,4
28344,28344,Australia,-17.30199242,146.3595581,2,3,2016,1-3-2016,2,FN,4
28345,28345,Australia,-17.39389038,146.3850861,2,3,2016,1-3-2016,2,FN,4
28346,28346,Australia,-17.48226547,146.3911285,2,3,2016,1-3-2016,2,FN,4
28347,28347,Australia,-17.72225189,146.3936005,2,3,2016,1-3-2016,2,FN,4
28348,28348,Australia,-17.60943413,146.4572144,2,3,2016,1-3-2016,2,FN,4
28349,28349,Australia,-17.65380287,146.4712982,2,3,2016,1-3-2016,2,FN,4
28350,28350,Australia,-18.60209465,146.4874573,2,3,2016,1-3-2016,2,FN,4
28351,28351,Australia,-18.5564518,146.4889069,2,3,2016,1-3-2016,2,FN,4
28352,28352,Australia,-18.65820313,146.489151,2,3,2016,1-3-2016,2,FN,4
28353,28353,Australia,-18.63393593,146.4949341,2,3,2016,1-3-2016,2,FN,4
28354,28354,Australia,-18.67670441,146.5115967,2,3,2016,1-3-2016,2,FN,4
28355,28355,Australia,-17.79090881,146.5168915,2,3,2016,1-3-2016,2,FN,4
28356,28356,Australia,-18.84302711,146.5375671,2,3,2016,1-3-2016,2,FN,4
28357,28357,Australia,-17.83285522,146.5495148,2,3,2016,1-3-2016,2,FN,4
28358,28358,Australia,-18.05222702,146.5588684,2,3,2016,1-3-2016,2,FN,4
28359,28359,Australia,-18.71694756,146.5761414,2,3,2016,1-3-2016,2,FN,4
28360,28360,Australia,-17.96941948,146.6003571,2,3,2016,1-3-2016,2,FN,4
28361,28361,Australia,-18.76537895,146.6103363,2,3,2016,1-3-2016,2,FN,4
28362,28362,Australia,-18.22864151,146.726471,2,3,2016,1-3-2016,2,FN,4
28363,28363,Australia,-18.38663483,146.762619,2,3,2016,1-3-2016,2,FN,4
28364,28364,Australia,-19.16818237,146.8099976,2,3,2016,1-3-2016,3,TP,1
28365,28365,Australia,-19.11626816,146.8152008,2,3,2016,1-3-2016,3,TP,1
28366,28366,Australia,-19.18525124,146.8347931,2,3,2016,1-3-2016,3,TP,1
28367,28367,Australia,-18.50482941,147.0376587,2,3,2016,1-3-2016,2,FN,4
28368,28368,Australia,-18.63109779,147.0529633,2,3,2016,1-3-2016,2,FN,4
28369,28369,Australia,-18.69019508,147.1030884,2,3,2016,1-3-2016,2,FN,4
28370,28370,Australia,-18.54733849,147.1398468,2,3,2016,1-3-2016,2,FN,4
28371,28371,Australia,-18.52807808,147.4025574,2,3,2016,1-3-2016,2,FN,4
28372,28372,Australia,-18.8224926,147.6448364,2,3,2016,1-3-2016,2,FN,4
28373,28373,Australia,-18.7698307,147.7083893,2,3,2016,1-3-2016,2,FN,4
28374,28374,Australia,-18.64651299,147.7172394,2,3,2016,1-3-2016,2,FN,4
28375,28375,Australia,-18.64611,147.04475,2,3,2016,1-3-2016,2,FN,4
28376,28376,Australia,-16.461496,123.030857,2,3,2016,1-3-2016,2,FN,4
28377,28377,Australia,-18.63929176,146.5060272,0,3,2016,1-3-2016,2,TN,2
28378,28378,Australia,-16.87431526,146.2129669,3,3,2016,1-3-2016,2,FN,4
28379,28379,Australia,-17.22857094,146.4837341,3,3,2016,1-3-2016,2,FN,4
28380,28380,Australia,-17.58052826,146.5782623,3,3,2016,1-3-2016,2,FN,4
28381,28381,Australia,-18.69507027,146.5986633,3,3,2016,1-3-2016,2,FN,4
28382,28382,Australia,-18.74154854,146.6447296,3,3,2016,1-3-2016,2,FN,4
28383,28383,Australia,-18.75086212,146.6920013,3,3,2016,1-3-2016,2,FN,4
28384,28384,Australia,-17.87638283,146.727066,3,3,2016,1-3-2016,2,FN,4
28385,28385,Australia,-19.19767761,146.8146515,3,3,2016,1-3-2016,3,TP,1
28386,28386,Australia,-18.13350868,146.9667358,3,3,2016,1-3-2016,2,FN,4
28387,28387,Australia,-18.20892143,147.0161133,3,3,2016,1-3-2016,2,FN,4
28388,28388,Australia,-17.1848011,146.2908936,1,3,2016,1-3-2016,2,TN,2
28389,28389,Australia,-18.59331703,146.4983673,1,3,2016,1-3-2016,2,TN,2
28390,28390,Australia,-18.77420425,146.5207367,1,3,2016,1-3-2016,2,TN,2
28391,28391,Australia,-18.32501411,146.7446442,1,3,2016,1-3-2016,2,TN,2
28392,28392,Australia,-18.48267555,146.8711853,1,3,2016,1-3-2016,2,TN,2
28393,28393,Australia,-18.43645859,146.9900665,1,3,2016,1-3-2016,2,TN,2
28394,28394,Australia,-18.46914101,146.9930573,1,3,2016,1-3-2016,2,TN,2
28395,28395,Australia,-18.8633194,147.6938324,1,3,2016,1-3-2016,2,TN,2
28396,28396,Australia,-18.95594597,147.6944733,1,3,2016,1-3-2016,2,TN,2
28397,28397,Australia,-18.90699196,147.7422638,1,3,2016,1-3-2016,2,TN,2
28398,28398,Australia,-16.92298126,146.0057831,2,3,2016,1-3-2016,2,FN,4
28399,28399,Australia,-16.80299377,146.1808624,2,3,2016,1-3-2016,2,FN,4
28400,28400,Australia,-17.07360649,146.1849976,2,3,2016,1-3-2016,2,FN,4
28401,28401,Australia,-16.9116478,146.2485657,2,3,2016,1-3-2016,2,FN,4
28402,28402,Australia,-17.09428787,146.3446655,2,3,2016,1-3-2016,2,FN,4
28403,28403,Australia,-17.19708824,146.3685761,2,3,2016,1-3-2016,2,FN,4
28404,28404,Australia,-17.5328598,146.3772278,2,3,2016,1-3-2016,2,FN,4
28405,28405,Australia,-17.09885216,146.4105225,2,3,2016,1-3-2016,2,FN,4
28406,28406,Australia,-17.77425957,146.4351044,2,3,2016,1-3-2016,2,FN,4
28407,28407,Australia,-17.28788376,146.4416962,2,3,2016,1-3-2016,2,FN,4
28408,28408,Australia,-17.47678375,146.4571686,2,3,2016,1-3-2016,2,FN,4
28409,28409,Australia,-17.12631226,146.4685822,2,3,2016,1-3-2016,2,FN,4
28410,28410,Australia,-17.84960938,146.4835968,2,3,2016,1-3-2016,2,FN,4
28411,28411,Australia,-17.52473259,146.517746,2,3,2016,1-3-2016,2,FN,4
28412,28412,Australia,-17.69752693,146.5444031,2,3,2016,1-3-2016,2,FN,4
28413,28413,Australia,-18.66501045,146.5632172,2,3,2016,1-3-2016,2,FN,4
28414,28414,Australia,-17.88853264,146.5863495,2,3,2016,1-3-2016,2,FN,4
28415,28415,Australia,-17.77948189,146.6505585,2,3,2016,1-3-2016,2,FN,4
28416,28416,Australia,-19.118919,146.753431,2,3,2016,1-3-2016,3,TP,1
28417,28417,Australia,-17.99490929,146.768631,2,3,2016,1-3-2016,2,FN,4
28418,28418,Australia,-18.03201485,146.7850647,2,3,2016,1-3-2016,2,FN,4
28419,28419,Australia,-19.11935616,146.7887116,2,3,2016,1-3-2016,3,TP,1
28420,28420,Australia,-17.94563866,146.7947235,2,3,2016,1-3-2016,2,FN,4
28421,28421,Australia,-18.35411644,146.8318176,2,3,2016,1-3-2016,2,FN,4
28422,28422,Australia,-18.06010437,146.8530884,2,3,2016,1-3-2016,2,FN,4
28423,28423,Australia,-18.43182755,147.0580902,2,3,2016,1-3-2016,2,FN,4
28424,28424,Australia,-18.50876045,147.1483154,2,3,2016,1-3-2016,2,FN,4
28425,28425,Australia,-18.34340477,147.1747284,2,3,2016,1-3-2016,2,FN,4
28426,28426,Australia,-18.36123848,147.2053833,2,3,2016,1-3-2016,2,FN,4
28427,28427,Australia,-18.26569939,147.3842468,2,3,2016,1-3-2016,3,TP,1
28428,28428,Australia,-18.62554359,147.4259644,2,3,2016,1-3-2016,2,FN,4
28429,28429,Australia,-18.49704361,147.4454956,2,3,2016,1-3-2016,2,FN,4
28430,28430,Australia,-18.41375351,147.4487305,2,3,2016,1-3-2016,2,FN,4
28431,28431,Australia,-18.65759468,147.5656738,2,3,2016,1-3-2016,2,FN,4
28432,28432,Australia,-18.64159966,147.5979919,2,3,2016,1-3-2016,2,FN,4
28433,28433,Australia,-18.6073761,147.6332855,2,3,2016,1-3-2016,2,FN,4
28434,28434,Brazil,-17.8448,-38.9169,2,3,2016,1-3-2016,1,FN,4
28435,28435,Malaysia,5.939083333,102.7220278,0,3,2016,1-3-2016,0,TN,2
28436,28436,Malaysia,5.921305556,102.72475,0,3,2016,1-3-2016,0,TN,2
28437,28437,Malaysia,5.931583333,102.7231667,0,3,2016,1-3-2016,0,TN,2
28438,28438,Mauritius,-20.290012,57.358916,3,3,2016,1-3-2016,2,FN,4
28439,28439,Mauritius,-20.293,57.36109,3,3,2016,1-3-2016,2,FN,4
28440,28440,Mauritius,-20.215318,57.397491,3,3,2016,1-3-2016,2,FN,4
28441,28441,Mauritius,-20.215318,57.397491,1,3,2016,1-3-2016,2,TN,2
28442,28442,Mexico,20.38522935,-87.31289328,1,3,2016,1-3-2016,0,TN,2
28443,28443,Mexico,20.39337197,-87.31471475,0,3,2016,1-3-2016,0,TN,2
28444,28444,Australia,-18.47208,146.87869,2,3,2016,1-3-2016,2,FN,4
28445,28445,Australia,-18.49201,146.87442,2,3,2016,1-3-2016,2,FN,4
28446,28446,Australia,-16.427489,123.088577,2,3,2016,1-3-2016,2,FN,4
28447,28447,Australia,-16.429162,123.206166,2,3,2016,1-3-2016,2,FN,4
28448,28448,Australia,-18.47208,146.87869,2,3,2016,1-3-2016,2,FN,4
28449,28449,Australia,-18.49201,146.87442,2,3,2016,1-3-2016,2,FN,4
28450,28450,Mauritius,-20.4591,57.30762,2,3,2016,1-3-2016,2,FN,4
28451,28451,Philippines,10.06896621,125.1334487,2,3,2016,1-3-2016,0,FN,4
28452,28452,Philippines,10.06896621,125.1334487,2,3,2016,1-3-2016,0,FN,4
28453,28453,Philippines,10.06896621,125.1334487,0,3,2016,1-3-2016,0,TN,2
28454,28454,Philippines,10.06896621,125.1334487,0,3,2016,1-3-2016,0,TN,2
28455,28455,Tanzania,-6.480089,39.503917,2,3,2016,1-3-2016,1,FN,4
28456,28456,Tanzania,-6.480089,39.503917,2,3,2016,1-3-2016,1,FN,4
28457,28457,Australia,-16.045,145.6507,3,3,2016,1-3-2016,2,FN,4
28458,28458,Australia,-16.10834,145.8351,3,3,2016,1-3-2016,2,FN,4
28459,28459,Australia,-16.0236,145.8477,3,3,2016,1-3-2016,3,TP,1
28460,28460,Australia,-16.5294,145.99,3,3,2016,1-3-2016,3,TP,1
28461,28461,Australia,-11.4839,143.0763,3,3,2016,1-3-2016,3,TP,1
28462,28462,Australia,-11.8016,143.2644,3,3,2016,1-3-2016,3,TP,1
28463,28463,Australia,-12.2167,143.2833,3,3,2016,1-3-2016,3,TP,1
28464,28464,Australia,-11.8212,143.3697,3,3,2016,1-3-2016,3,TP,1
28465,28465,Australia,-12.14374,143.37115,3,3,2016,1-3-2016,3,TP,1
28466,28466,Australia,-11.9081,143.4666,3,3,2016,1-3-2016,3,TP,1
28467,28467,Australia,-11.7605,143.8941,3,3,2016,1-3-2016,2,FN,4
28468,28468,Australia,-14.852,145.2718,3,3,2016,1-3-2016,3,TP,1
28469,28469,Australia,-14.79,145.35,3,3,2016,1-3-2016,3,TP,1
28470,28470,Australia,-14.76,145.38,3,3,2016,1-3-2016,3,TP,1
28471,28471,Australia,-14.69,145.47,3,3,2016,1-3-2016,3,TP,1
28472,28472,Australia,-14.65,145.49,3,3,2016,1-3-2016,3,TP,1
28473,28473,Australia,-14.75,145.52,3,3,2016,1-3-2016,3,TP,1
28474,28474,Australia,-14.55,145.5833333,3,3,2016,1-3-2016,3,TP,1
28475,28475,Australia,-14.5998,145.6247,3,3,2016,1-3-2016,3,TP,1
28476,28476,Australia,-14.6499,145.6498,3,3,2016,1-3-2016,3,TP,1
28477,28477,Australia,-13.48308,143.7332,3,3,2016,1-3-2016,2,FN,4
28478,28478,Australia,-13.775,143.8333,3,3,2016,1-3-2016,2,FN,4
28479,28479,Australia,-13.9156,143.8388,3,3,2016,1-3-2016,2,FN,4
28480,28480,Australia,-14.078,143.9112,3,3,2016,1-3-2016,2,FN,4
28481,28481,Australia,-14.003,143.9893,3,3,2016,1-3-2016,2,FN,4
28482,28482,Australia,-14.1273,143.999,3,3,2016,1-3-2016,2,FN,4
28483,28483,Australia,-13.7823,144.2663,3,3,2016,1-3-2016,2,FN,4
28484,28484,Australia,-13.9247,144.3664,3,3,2016,1-3-2016,2,FN,4
28485,28485,Australia,-18.2683,147.3862,3,3,2016,1-3-2016,3,TP,1
28486,28486,Australia,-16.3876,145.5644,1,3,2016,1-3-2016,2,TN,2
28487,28487,Australia,-16.769,145.9912,1,3,2016,1-3-2016,2,TN,2
28488,28488,Australia,-16.9229,146.00212,1,3,2016,1-3-2016,2,TN,2
28489,28489,Australia,-11.8609,143.8376,1,3,2016,1-3-2016,2,TN,2
28490,28490,Australia,-23.2,150.9715,1,3,2016,1-3-2016,2,TN,2
28491,28491,Australia,-23.49,152.09,1,3,2016,1-3-2016,1,TN,2
28492,28492,Australia,-21.7028,152.5619,1,3,2016,1-3-2016,2,TN,2
28493,28493,Australia,-23.1693,150.9147,1,3,2016,1-3-2016,2,TN,2
28494,28494,Australia,-23.16,150.92,1,3,2016,1-3-2016,2,TN,2
28495,28495,Australia,-23.3333,151.964,1,3,2016,1-3-2016,1,TN,2
28496,28496,Australia,-21.8786,152.1317,1,3,2016,1-3-2016,2,TN,2
28497,28497,Australia,-21.9833,152.4748,1,3,2016,1-3-2016,2,TN,2
28498,28498,Australia,-21.9987,152.6592,1,3,2016,1-3-2016,2,TN,2
28499,28499,Australia,-18.8138,146.4327,1,3,2016,1-3-2016,2,TN,2
28500,28500,Australia,-18.8329,146.5413,1,3,2016,1-3-2016,2,TN,2
28501,28501,Australia,-19.1996,146.8145,1,3,2016,1-3-2016,3,FP,3
28502,28502,Australia,-18.48038,146.87289,1,3,2016,1-3-2016,2,TN,2
28503,28503,Australia,-18.6236,147.0549,1,3,2016,1-3-2016,2,TN,2
28504,28504,Australia,-18.8224,147.6467,1,3,2016,1-3-2016,2,TN,2
28505,28505,Australia,-18.66063,147.71017,1,3,2016,1-3-2016,2,TN,2
28506,28506,Australia,-20.0895,148.879,1,3,2016,1-3-2016,2,TN,2
28507,28507,Australia,-20.064,148.8912,1,3,2016,1-3-2016,2,TN,2
28508,28508,Australia,-20.1667,149.0167,1,3,2016,1-3-2016,2,TN,2
28509,28509,Australia,-19.8591,149.5997,1,3,2016,1-3-2016,2,TN,2
28510,28510,Australia,-20.01445,149.8304,1,3,2016,1-3-2016,2,TN,2
28511,28511,Australia,-19.7415,150.0864,1,3,2016,1-3-2016,2,TN,2
28512,28512,Australia,-19.8083,150.15,1,3,2016,1-3-2016,2,TN,2
28513,28513,Australia,-16.2164,145.8915,2,3,2016,1-3-2016,3,TP,1
28514,28514,Australia,-16.5841,146.0171,2,3,2016,1-3-2016,2,FN,4
28515,28515,Australia,-11.8195,143.859,2,3,2016,1-3-2016,2,FN,4
28516,28516,Australia,-13.9646,144.4543,2,3,2016,1-3-2016,2,FN,4
28517,28517,Australia,-18.411,147.4531,2,3,2016,1-3-2016,3,TP,1
28518,28518,Indonesia,-0.9786,100.3329,3,3,2016,1-3-2016,1,FN,4
28519,28519,Solomon Islands,-8.514524,157.952203,0,3,2016,1-3-2016,2,TN,2
28520,28520,Australia,-12.2167,143.2833,3,3,2016,1-3-2016,3,TP,1
28521,28521,Australia,-12.14374,143.37115,3,3,2016,1-3-2016,3,TP,1
28522,28522,Australia,-11.9081,143.4666,3,3,2016,1-3-2016,3,TP,1
28523,28523,Australia,-14.79,145.35,3,3,2016,1-3-2016,3,TP,1
28524,28524,Australia,-23.2,150.9715,1,3,2016,1-3-2016,2,TN,2
28525,28525,Australia,-18.8138,146.4327,1,3,2016,1-3-2016,2,TN,2
28526,28526,Australia,-18.8224,147.6467,1,3,2016,1-3-2016,2,TN,2
28527,28527,Australia,-19.6652,149.9265,1,3,2016,1-3-2016,2,TN,2
28528,28528,Australia,-20.1667,149.0167,1,3,2016,1-3-2016,2,TN,2
28532,28532,Indonesia,-0.9786,100.3329,3,3,2016,1-3-2016,1,FN,4
28533,28533,Australia,-32.01677778,115.5168333,2,4,2016,1-4-2016,2,FN,4
28534,28534,Australia,-18.47207,146.87476,2,4,2016,1-4-2016,2,FN,4
28535,28535,France (Indian Ocean),-21.07129,55.21952,0,4,2016,1-4-2016,4,FP,3
28536,28536,France (Indian Ocean),-21.074436,55.219651,0,4,2016,1-4-2016,4,FP,3
28537,28537,France (Indian Ocean),-21.06605,55.22076,0,4,2016,1-4-2016,4,FP,3
28538,28538,France (Indian Ocean),-21.0595,55.2212,0,4,2016,1-4-2016,4,FP,3
28539,28539,France (Indian Ocean),-21.06077,55.2213,0,4,2016,1-4-2016,4,FP,3
28540,28540,France (Indian Ocean),-21.08327,55.22161,0,4,2016,1-4-2016,4,FP,3
28541,28541,France (Indian Ocean),-21.0828,55.22245,0,4,2016,1-4-2016,4,FP,3
28542,28542,France (Indian Ocean),-21.08737,55.22608,0,4,2016,1-4-2016,4,FP,3
28543,28543,France (Indian Ocean),-21.097148,55.233146,0,4,2016,1-4-2016,4,FP,3
28544,28544,France (Indian Ocean),-21.098348,55.234047,0,4,2016,1-4-2016,4,FP,3
28545,28545,France (Indian Ocean),-21.09873,55.23425,0,4,2016,1-4-2016,4,FP,3
28546,28546,France (Indian Ocean),-21.10269,55.24257,0,4,2016,1-4-2016,4,FP,3
28547,28547,France (Indian Ocean),-21.0785,55.21995,3,4,2016,1-4-2016,4,TP,1
28548,28548,France (Indian Ocean),-21.061509,55.221297,3,4,2016,1-4-2016,4,TP,1
28549,28549,France (Indian Ocean),-21.083926,55.224782,3,4,2016,1-4-2016,4,TP,1
28550,28550,France (Indian Ocean),-21.09173,55.22882,3,4,2016,1-4-2016,4,TP,1
28551,28551,France (Indian Ocean),-21.095332,55.233559,3,4,2016,1-4-2016,4,TP,1
28552,28552,France (Indian Ocean),-21.101542,55.241513,3,4,2016,1-4-2016,4,TP,1
28553,28553,France (Indian Ocean),-21.10726,55.24847,3,4,2016,1-4-2016,4,TP,1
28554,28554,France (Indian Ocean),-21.0777,55.21951,1,4,2016,1-4-2016,4,FP,3
28555,28555,France (Indian Ocean),-21.06004,55.22127,1,4,2016,1-4-2016,4,FP,3
28556,28556,France (Indian Ocean),-21.10607,55.24748,1,4,2016,1-4-2016,4,FP,3
28557,28557,France (Indian Ocean),-21.0873,55.22667,2,4,2016,1-4-2016,4,TP,1
28558,28558,France (Indian Ocean),-21.0933,55.23138,2,4,2016,1-4-2016,4,TP,1
28559,28559,France (Indian Ocean),-21.09899,55.23775,2,4,2016,1-4-2016,4,TP,1
28560,28560,French Polynesia,-17.47480556,-149.8161944,1,4,2016,1-4-2016,2,TN,2
28561,28561,French Polynesia,-17.48486111,-149.8398611,0,4,2016,1-4-2016,2,TN,2
28562,28562,Mozambique,-14.22203,40.770898,0,4,2016,1-4-2016,2,TN,2
28563,28563,Mozambique,-12.964471,40.562384,0,4,2016,1-4-2016,2,TN,2
28564,28564,Philippines,10.07039169,125.1324548,1,4,2016,1-4-2016,0,TN,2
28565,28565,Philippines,10.07039169,125.1324548,2,4,2016,1-4-2016,0,FN,4
28566,28566,Philippines,10.07039169,125.1324548,0,4,2016,1-4-2016,0,TN,2
28567,28567,Philippines,10.07039169,125.1324548,0,4,2016,1-4-2016,0,TN,2
28568,28568,Seychelles,-4.75491,55.46344,2,4,2016,1-4-2016,2,FN,4
28569,28569,Tanzania,-6.276311,39.174612,3,4,2016,1-4-2016,3,TP,1
28570,28570,Tanzania,-6.280246,39.174419,2,4,2016,1-4-2016,3,TP,1
28571,28571,Tanzania,-6.283243,39.17591,2,4,2016,1-4-2016,3,TP,1
28572,28572,Australia,-25.24688333,152.79885,1,4,2016,1-4-2016,1,TN,2
28573,28573,Australia,-18.569067,146.482017,2,4,2016,1-4-2016,2,FN,4
28574,28574,Australia,-18.6015,146.48828,2,4,2016,1-4-2016,2,FN,4
28575,28575,Australia,-18.569117,146.482317,2,4,2016,1-4-2016,2,FN,4
